"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31","PC32","PC33","PC34","PC35","PC36","PC37","PC38","PC39","PC40","PC41","PC42","PC43","PC44","PC45","PC46"
"AQ_NLRP3",-0.174608407283181,0.0469876369642847,-0.0976415345145819,-0.0597663617118672,-0.171992538881644,-0.0793297143734194,-0.129349588946199,0.216435819983403,-0.0147233288818438,0.041596506826115,0.153809148379417,-0.0517628059417782,0.0326620587563586,0.0834325461968616,-0.100262568370044,0.0553326339953362,0.0121085060116476,0.0743296351996852,-0.188413060786811,-0.0550497602983788,-0.153088449468634,-0.124208378050687,-0.200138040924478,0.0233305173025854,-0.148708947348012,-0.249752182919365,0.171985147747546,-0.037012265356604,-0.0686773259798928,0.273228313391552,-0.0501163196658422,0.169773785892388,-0.022388694435537,-0.11767703634582,0.18587895044156,0.0254701552544047,0.16145633489425,0.151943619584241,-0.128239783793714,-0.218343938036158,0.436280927723826,0.0206801445193725,0.0607995986298195,-0.00931540002985209,-0.313268801177699,-8.26140479496303e-09
"AQ_NOS2",-0.09805524756722,0.0667004873532649,-0.274287867823623,-0.19042973799257,-0.330726060889471,0.0351227452400148,-0.164943905845037,-0.199620301149947,-0.000824996669264105,0.0849038435907325,-0.183084126893585,-0.0221483753257934,0.407078893274141,-0.0782440266657135,-0.0655575184622201,0.120407899954477,-0.0495608994296332,-0.239362184190364,-0.269128818411308,0.206704233120081,0.101766587376268,0.193658333647059,-0.00955336799741144,-0.000916778190721321,-0.118727035993649,-0.128183917525749,0.0372241650212201,-0.0486563890633369,0.0785737432608006,-0.272543468277892,-0.0844633317377709,0.0200875342753194,0.0716859787260019,0.151800756995765,0.139216864620058,0.113516807492686,-0.154858295145017,0.0557440806653375,0.0146875870669215,-0.0161997914245057,-0.140088748388107,0.0191158641429158,-0.0951635383314791,0.0084487240402594,-0.0515219295922416,3.20844909722316e-09
"AQ_NOX5",0.0355929168436595,0.0596340041953295,-0.201198056689008,0.61523479831304,-0.125415902752777,0.206384167366414,-0.0900178297197206,0.0475482553065619,-0.0445240271590026,0.0149185562548056,-0.0461239369120895,0.00652146052077695,-0.0170597937034022,0.0110566890860606,-0.000725785622577909,-0.000162078434186016,0.00628879084249144,-0.00071866956167269,-0.0043713771099193,0.0291434948486693,0.00109297981479884,0.0191712951020505,-0.00618322704346626,-0.0166021726643343,0.0153228361140814,0.00157351943558854,-0.00068524710716758,-0.00293170432983998,-0.0240227878457367,0.00183096764605399,0.00829649760534602,0.000237332042117885,0.0102728473053781,-0.000359177208145513,-4.43100563713994e-05,-0.00489578878491592,-0.00224279439420411,-0.000634276130736865,-0.00138061809973032,-0.0063557311126855,0.00459964872754995,0.00227058211048885,0.00261287723984417,0.00253375729615701,0.00153369330068092,-0.707106780869922
"AQ_PDCD1",-0.149966042618439,0.119717303360809,0.0448491085512018,0.107349173988564,-0.114597727167207,-0.186938052504905,0.348071821794898,-0.195392700212721,0.0261515527502484,0.0460213500681383,-0.127981106424314,0.0201781487245221,-0.00848671028648667,0.0686560880748879,0.00203659947404978,-0.168494683411881,0.170746061297161,-0.181958335141008,0.262499133714426,-0.0441613943707651,-0.0845366392505745,0.144733108902785,0.0201156927428369,0.0419653934461987,-0.031682512838367,0.0790209222134189,0.00526099481881274,0.0526106326349829,-0.062536803737628,-0.0622703606327829,-0.267010295086489,0.0807551205472463,0.218795069608044,0.0136787935994316,0.0309318675060854,0.0527108966602192,0.261894578245988,0.510724363578418,0.0258224908201468,0.146663926525249,0.0427349626347853,-0.0960005827692782,0.112586000567186,-0.0350342872536435,-0.045741005426945,8.0915273742389e-09
"AQ_PPARG",-0.148045902629729,-0.165699818063606,0.0469580765158617,0.0861553847770444,-0.216140355500024,-0.117827310215228,-0.0636355494285088,-0.0334959781373582,0.26889994442225,-0.234186810162049,-0.0160387175166994,-0.153090751345921,0.168890198748759,0.0536742142617753,-0.154950389106243,0.0614923182788521,-0.26938365149795,0.164545188941966,0.0980264203923555,-0.121829496837131,-0.246170014159678,-0.0940056020818524,0.0407641129360529,-0.00157643988442425,-0.130662267499055,0.198601399366394,-0.0892458675036682,-0.0552161306621628,0.383326122324536,-0.121055129561619,0.0301080007176968,0.0525076024902468,-0.0395442598830407,-0.0125432527838401,-0.0106762818502108,-0.13756400228266,-0.084339710347527,0.042232335487447,-0.144540951028591,0.233058152935129,0.169968643943093,0.166876885432281,0.152768021639631,0.111034400552489,0.199844358083458,-1.8037351034089e-08
"AQ_PTAFR",-0.181288063297671,-0.150460425614636,-0.00304878317702317,0.0061962469069047,-0.0080164209409018,0.0216099763864825,-0.102112469442942,-0.069784867536819,-0.197200973926273,0.131104296324935,0.113282711991047,-0.0725051965673935,-0.0343864652936042,-0.0257283611282103,-0.0426482989230878,0.0877260928499653,0.00767128975945898,0.0061599423451056,-0.150794275995853,-0.0992908176115702,-0.0286279225910338,-0.18390582426741,-0.0855224393403287,0.0421776082468447,-0.124340389903248,-0.151484699179931,0.173452567731378,0.134243266256957,-0.119326182010806,-0.202665071164891,-0.0921304142023299,0.193010579153712,0.177656177206241,-0.045445131776041,-0.236735497499754,-0.0406615926397576,0.357180720651056,-0.142802293859947,-0.114753632474346,0.0613604083785669,-0.11313128730939,-0.256266233317406,-0.0202246295133391,0.172951845965003,0.462685407694726,1.63361537991539e-08
"AQ_PTGS2",-0.15420214286884,-0.056698243012646,0.155741086676075,0.0807418666568364,0.0474601047116559,0.0720910209820995,0.124155402276839,-0.232700228455888,-0.104192787622091,0.219574329659496,0.135966800560865,-0.152654060476753,-0.00653839673946972,-0.206735786428879,-0.189147605627341,-0.121703524533055,-0.167726022110896,-0.270656690677901,-0.378345224986155,-0.0257470833608533,-0.155179860950225,0.0201740989738794,-0.00300032415511732,-0.152435053350941,0.235917596992521,0.147650314592864,-0.0574566225017379,0.0677608007073438,0.0481823777988798,0.326977577701761,-0.136282171922007,0.0184660213424532,-0.0638779078356122,-0.216949894005143,-0.0894193991480567,0.0453961815120256,-0.173937777277292,0.0942048018893161,0.10077787435559,-0.0615789125401164,-0.0211978581082969,0.189240596389535,-0.0140815082511692,0.0677574166185825,0.0960630631008993,-3.82316986185724e-09
"AQ_SLC2A4",-0.0241498879186903,-0.252272578892732,0.337825107926697,-0.028490595500819,-0.244049881121285,0.293499051562207,0.150949299697992,-0.0928733172569734,-0.0946079826932914,0.0156487723614258,-0.410810274274295,0.213066518672811,-0.00342512459759374,0.138157574312993,-0.107663610610669,-0.0299857645886684,0.0722232832506298,-0.0362468399944978,0.0994576581078549,0.0918122008651767,0.0777865201154658,-0.229357967850338,-0.00666990214300386,-0.185043529758335,-0.0877973929457282,-0.176283078871562,-0.0877756712365358,-0.105407326698388,0.0102051034151304,0.164436359410413,-0.0377942713992637,0.00336764768160464,0.0588869006851991,-0.11894623834775,0.0488098366073094,-0.0375602775107179,-0.0979021909209407,-0.0988012539432578,-0.337433423287548,-0.0969742120058717,-0.0861855070273985,-0.0456769557003025,0.0896871263154866,-0.0487221893712408,-0.0291309749331321,-2.21029436883307e-08
"AQ_SOD1",-0.159509440455891,0.0950744455419142,0.0769297011693155,-0.0187683058819309,0.0132885539934636,0.198749276540715,0.0826582749875459,0.0709233283808239,0.156173764764286,-0.191935540907802,-0.00496227046861522,-0.231437616531694,0.013791770383464,0.375653606508503,-0.0844381799607381,-0.21570773732145,-0.0677932768074889,-0.215632844994627,-0.0936402987477298,0.147585030935849,0.0734834740070038,0.106279376531652,-0.0377503925626437,0.25989789805503,-0.119684432014926,-0.200301649311652,-0.219688047694446,0.0331409947838298,-0.0185254022996091,-0.00396224053125334,-0.0529238731859023,-0.136056150682748,-0.152968976108258,0.0436325976168451,-0.459832706750128,0.0198093673172828,0.0848136068031502,-0.134329999159648,0.111843649641312,-0.00205320448928774,0.0886053999551999,-0.0487768507712523,0.0330005409539432,0.0749044850748382,-0.115382988906553,1.44357331256372e-09
"AQ_SREBF1",-0.183963050272684,0.107075497968056,0.00841745908674814,-0.0273299727231131,0.054752454139207,0.0612970612218215,-0.0706919771085469,0.00780562500272976,-0.154830659916273,-0.0360959474903406,0.0687829353464794,-0.097012904536697,-0.0640013810314663,0.0944587503879001,-0.0963941516835057,0.207695681620757,0.113440790086729,-0.0258652629756719,-0.0767709952156916,-0.103402116174713,0.0136636062974183,-0.151052320231847,-0.296354693076839,-0.131518201488773,0.0104536219014008,0.386119411711876,-0.0333361697572153,-0.116201974402193,-0.0433778317968655,-0.277214771414022,0.093689244283452,0.0399715448782839,0.103019536350806,-0.112578433474599,-0.286957041335793,-0.150323888496352,-0.169210427065168,0.116583198725169,-0.12648080297208,0.0663617899846711,-0.148021713210865,-0.0988135716992376,-0.00348846616369161,-0.246404199931317,-0.377852918658435,-2.62847748122954e-09
"AQ_STAT3",-0.157357835801682,0.0508448850977651,-0.257349674173127,-0.138867090599755,-0.111817448833442,0.118448398520685,0.0170717353330466,-0.123197433500051,-0.0424438105261011,0.00412479715648842,0.0586786672858993,0.157331521564659,-0.137538344238454,-0.0606840478300301,-0.253121183737176,-0.0805979666749809,0.158826988187299,0.116685844381827,-0.158949210456149,-0.0194110045772432,-0.182461006341059,0.00732213180378117,0.247193880563118,0.161474029279716,0.0300330104436525,0.16765244950822,-0.177053380149649,-0.00184538672469703,-0.264008162680481,-0.00662850493274424,0.118520592271619,-0.178489035871418,-0.201191790950444,0.163326120333704,0.086741557072734,-0.0349746924124031,0.251364163896545,-0.0795357115072633,-0.214476435818528,0.0159019995309227,-0.120612573301853,0.194815687052686,0.310905673391165,-0.139357905464707,0.026313439961159,-1.11175465112179e-09
"AQ_TGFB1",-0.179971848298642,-0.0162373941544447,-0.0865003835932618,-0.0171825051515834,-0.021465208247917,0.0478065474978676,0.0352876978118135,-0.0940761759978944,0.0807114550379823,-0.174167571314807,-0.000568322550612957,0.0665694339649091,0.0397829889567895,-0.148032004253616,0.096297672890741,0.150903188214566,0.310034628058873,0.285871935743688,-0.0441843108189214,0.252665791261292,0.00307395058824289,-0.272668574732505,0.203663938875173,0.0552686058369193,-0.120127089629291,0.0117773947532869,-0.161003163857186,-0.017385125934631,-0.0488593709459362,0.0234900008586803,0.0579411114328849,-0.064948525469873,0.0601379147726772,-0.187205946844125,-0.232890808544017,0.170143129650689,-0.172036670262978,0.290465550162432,0.22933856995454,-0.240343516855764,0.151984097163376,-0.00723049081865258,-0.1463071287724,-0.0188405547750133,0.212085162544538,3.16752517820682e-08
"AQ_TLR3",-0.15233563156413,-0.0507147319372083,0.0202453493084837,0.155542616311225,0.132972725147258,-0.204768921442734,0.0734016561394074,-0.0848688949636917,0.29853058791137,-0.0644488739243307,-0.170924480207616,0.099639477056395,0.201085044116347,0.0024913103923838,-0.150526625094099,0.0737450479913141,-0.00333778905999471,0.181037706529251,-0.210377911425103,-0.251548993536225,0.301028552846681,0.0680647983051006,0.135235844520047,0.229512923132025,0.40262050604512,-0.0793185396279177,0.0149576085700344,-0.175523351161346,0.0168476388565944,-0.0059314748971935,0.00484098313045999,0.178860406961711,-0.0512719519769218,-0.199054643730178,-0.00272216565574984,0.0183123070822861,0.109898591041491,-0.0705217117804424,-0.0582629141682778,-0.10891538375693,-0.108082104724751,-0.191059265685899,-0.00231161516567509,-0.0502869549034524,-0.11198530930665,3.49530083735783e-08
"AQ_TLR4",-0.154739827602008,-0.175053773062891,-0.17936189255275,-0.0497863811242815,-0.0395403185787098,0.00220621960509227,0.104349513855133,0.0959481408052474,-0.0572863642629323,0.355822387549729,0.0609424067734451,-0.0895723162699501,0.153199154203198,0.103101398786932,0.207255071174019,-0.154959380463818,0.134127844660955,0.0390408954893612,0.0437707417846984,0.0507418905586436,0.0678584643576221,-0.0969856939810662,-0.0345511962114417,0.117169918620325,0.248217356018777,-0.149582147998304,-0.0720579215022461,0.0339578840248028,0.137773699964314,0.02393229342758,0.280132963451756,0.0192442034857018,0.273787597154503,0.0671476236086915,-0.0175660290194605,-0.351061263319905,-0.164946212066625,0.00922135204120601,0.173278185518237,-0.000389062064679591,0.0105948186734161,0.0524789412231155,0.374273515834415,0.0380173387843675,-0.00165647856274679,-1.35504046212549e-08
"AQ_TNF",-0.159970331216292,-0.059698482943633,-0.150883824262185,-0.0630331749726225,-0.0653619641760686,-0.0325687932298331,-0.207090557360511,0.0263036033256733,-0.0878809426269742,-0.13655963454262,0.0797994127544486,0.379961074300606,0.000937426820297204,0.0194242535857337,-0.282417607963717,0.0474805890792061,0.00695291765574816,-0.0890771913476283,0.239111577249201,-0.192032465688725,-0.154176678184664,0.0520542375776956,0.0180462884361826,-0.206509176591842,0.120324808893832,-0.231252973948209,0.0380912322696508,0.0212260436232271,0.0157025503300741,0.079743349331728,-0.138024583549211,-0.0918096955537022,-0.0351161734221774,-0.0769435984726114,-0.126781923597784,0.0962029437579883,-0.175477750855648,-0.108618806529565,0.395762085161799,0.190148780528425,0.0026145081725422,-0.220663500750636,0.184036552523363,-0.0985261963468873,-0.0114668578867749,-2.7209881554727e-08
