"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31","PC32","PC33","PC34","PC35","PC36","PC37","PC38","PC39","PC40","PC41","PC42","PC43","PC44","PC45","PC46"
"AQ_IL10",-0.0984976533825212,-0.271610965709622,-0.233006169592547,0.0194475160066821,-0.0505717552162002,-0.232803723870072,0.17726077003829,0.30885506643165,0.104197261807807,-0.0317369759270603,-0.0650740614850397,-0.0267016133294591,-0.258736892839835,0.120705422129682,0.14831452043675,-0.00672456230741176,-0.0380534317679064,-0.315262717649421,-0.0773367894999815,0.100474675802135,-0.194139710539958,-0.258364484349272,0.267790028040377,-0.0965325228397409,0.0882731622936336,0.0096650047547855,0.015231951779041,-0.239312291143828,-0.14480284228793,-0.137261451407531,-0.125714325041509,0.240346492759846,-0.0947060921196289,0.0808012146047377,0.0073177503180287,0.0532418627447267,-0.0988274063722003,-0.0811315294323849,0.0213859631393986,0.0066707076385672,-0.114397172314311,0.0620739026016144,-0.146551994075707,0.0202244980156989,-0.051968645867743,3.32535803788947e-08
"AQ_IL1B",-0.151683818951749,-0.166871825836446,-0.2129226413213,-0.0413405370500618,0.119133526524495,0.0654329124222145,-0.0196960285991856,-0.0716008894425445,0.0153783947595404,0.248951887201374,-0.0369125571074965,-0.268693198054116,-0.0362225020502625,-0.0177397536417365,-0.0252264501733912,0.113901929427878,0.121642219080739,0.276098632602455,0.262147313035818,0.0358358968626235,0.0255754435709153,0.21022646129331,-0.0132639952892134,0.188144310853601,-0.199023821414649,0.0543952126935599,0.00937443993632658,-0.1711470712147,-0.103957390402987,0.245957735362707,-0.409480396649412,0.0241185746539932,0.0198053178369657,-0.139257027504128,-0.00707141446421948,-0.00118558601763114,-0.160592352856636,-0.204184775761501,-0.0488922547695323,0.198558243160216,-0.107074259166105,0.10129090216377,-0.0950910447901229,0.0614529104300274,-0.102289436719724,-3.74687900328748e-08
"AQ_IL6",-0.121694739685374,-0.0447634213274937,-0.047038618160375,0.0671353210375886,0.429011879794509,0.147461409061898,0.0597667890684866,-0.326098106562186,0.0381887201492125,-0.0188900262706335,-0.173599630230947,0.169537016470144,0.11304492893667,0.12130823053963,0.15566412531235,0.183721380422502,-0.200104386757515,-0.0985871564333353,-0.0611744641374749,0.0848860474791793,-0.129052027805506,-0.18772947593928,-0.0704001153912246,0.0586148940794869,-0.209313161703914,0.0667862579544777,0.0555731048868483,0.0406426863880059,-0.0442303240031879,-0.00015919075432376,-0.083384753960863,0.0853538085387013,-0.147414984608115,0.074081513220394,0.221158932912097,-0.300502653386379,0.109892999325413,-0.0719153165794924,0.284905163302845,-0.0318668009950504,0.122645139049531,-0.0173821123953236,0.0637876343449005,-0.195820881098223,-0.0274479984369235,1.27443648440407e-08
"AQ_IRS1",-0.136870878942828,0.089302676571696,0.106744207649068,-0.0938620515236957,-0.0941752415932397,0.348783924582633,0.0861511766823523,0.117029190125271,0.0736214201229617,0.0861972984175282,0.169030781541283,0.142563522105785,0.0722948620387086,-0.127373889913712,0.272939391372663,0.340895005526558,-0.391635739035924,0.00482291327598968,0.139196778737181,0.0234440472492022,-0.109009069119386,0.209111622374243,0.193963767410758,-0.0830221990631154,0.109388163119889,-0.0304006803619178,-0.0932016537932139,-0.255438408052143,-0.119742708357482,-0.00505951436781044,0.0858333117019184,0.0192809278130917,0.167262275691177,-0.109034725527334,-0.120542599667835,0.0140647915050898,0.247281054605407,0.0556956611051108,0.00159195138168766,0.0114813272535377,-0.0155420633321285,0.0395478021070173,0.0220200853634942,0.110193281415788,-0.108427093606252,-4.85802993535969e-10
"AQ_JAK1",-0.190605284948832,0.0844698377634819,-0.0125839437933159,-0.00864232750461761,0.105278675688989,0.122948087632164,0.0668131791320652,-0.0323307199403252,0.0111479801670277,0.0019952973881477,0.0167041229573917,-0.0224668366571427,-0.116715720770657,0.127920831377269,-0.0522480299764826,0.147349845578422,0.0894027220269023,-0.01311619066403,0.0122357297480929,-0.0666207916118185,0.129583234112755,-0.0488145472326003,0.00314254680208788,-0.0945149983869815,-0.0725779828480701,0.074798151840679,-0.0173823037339966,0.0746431742420723,-0.0264817754282372,-0.0113578660629218,0.182924938426341,0.0409018871990434,-0.25414758690652,0.0352157046611063,0.274811839653323,0.120890768504202,-0.141661102780844,0.142152549362164,0.0397161210705391,0.0522653095985276,-0.115427346788624,-0.212959332279871,0.141145425889114,0.699099341909298,-0.0882730863193156,2.35918971706363e-09
"AQ_JAK3",-0.13548045640244,-0.16827209968671,-0.314909476445119,-0.0372938932545991,0.00988353205034705,-0.151614891482463,0.0997788445550352,-0.110121592898947,-0.096065779531834,-0.087034220384882,-0.180737221677083,0.246042253290209,-0.0891888648780962,0.105523353259831,-0.078352567682267,-0.00742510454400658,-0.221724195889451,-0.103182609584537,0.13933345811314,0.00646897592351865,0.0451542653885106,0.04645491595404,-0.220961183799959,0.138505865211228,0.0734712712263925,0.125681435641636,0.163461107675503,0.127732769814922,-0.0391946098329335,0.0767760972480962,0.268731919501189,-0.282460163127259,0.192900835416481,-0.155655304068018,-0.103935664872681,0.0182269525485256,0.0685383654999975,-0.0334079207119298,-0.0978159112243177,-0.0945785860748718,0.0889001315765254,0.218854724804622,-0.307316316349068,0.221809727480607,-0.028976484943561,1.04774235578763e-08
"AQ_LDHA",-0.167247496851934,0.0581716987773765,0.0323432502215197,0.0113107962466805,-0.00551081674807584,-0.0410803377172375,0.258854158661733,0.313063629455139,0.0412741719522364,-0.113900286995036,-0.0259222010964445,0.00177809458327177,0.00724594749311147,-0.140684194438976,-0.0740278223883801,0.119001648470542,0.0160129687281377,-0.0843213853519941,-0.0873125773241516,0.262441163489648,0.189436551279141,0.268993745508072,-0.101236929882661,-0.0595827842898542,-0.00361295070413237,0.0185509726431662,0.0708494263788936,0.121970725776611,-0.283702517447241,-0.0527035608580899,0.0707794214013061,-0.0305652787213558,-0.0917730981635123,-0.232479505228807,0.161829827792327,-0.210979911397013,-0.182312941594706,-0.0593938831150122,-0.107215362002078,0.264052090730757,0.23583737528525,-0.10079595281865,0.0730673919953981,-0.157769589371757,0.288730768532981,-2.33919728385556e-08
"AQ_LIF",-0.116241289516474,0.308985224132682,0.0748140505039311,0.00451356116612221,0.0906616807962087,-0.0444509411349105,-0.0439425997180799,0.102009229717117,-0.105514869464107,-0.0452983204279259,-0.415149639796553,-0.0848428552898744,-0.183752831356168,-0.431068751087092,-0.00800779332952216,0.0209658508447881,-0.229375682916237,0.0395220129916695,0.0407529911628098,-0.0718161973972715,-0.0599603142879035,-0.192999913576417,0.0978113855534024,0.248224001545512,-0.0114057306084137,-0.232712983599115,0.147058778633119,0.177207694758867,-0.0521741227058996,-0.0422591844742182,-0.0305862563002177,0.0438988454691081,0.054534364420479,0.105831823764838,-0.160633558238896,-0.0173735817496317,-0.200607143382595,0.0484311865567579,-0.0407232601086788,0.0588493161907001,-0.0448090381176008,0.130190854504815,0.177733277859968,0.0585531068196935,-0.142739777128063,-2.24009552318195e-08
"AQ_MAPK1",-0.17841182431359,-0.0935888928383417,0.099035517872073,0.0463155239731201,-0.0264529236811175,-0.0167443088423137,-0.149802218302097,0.027592935408136,-0.0461999565406859,-0.12111961975907,0.0581894006013505,-0.146486452545111,0.136237246954693,-0.0453861432547216,0.162377869567013,-0.280565938504571,-0.0787819882652603,-0.0211282294275778,0.0585204272942655,0.0344240124592748,0.259626444845177,-0.209265197523704,-0.0389883659896937,-0.0503754582588359,-0.121841166410962,-0.00156788906085455,0.280099603876967,-0.191811247197291,-0.10990511570252,-0.0500443862996481,0.0951079664744229,-0.194694444861002,-0.126927715772501,-0.29916759797709,0.137411760898369,0.214632004287902,0.190012646929558,0.0676317328382243,0.180803084028083,0.161734452012903,-0.251466304102933,0.245764972964749,0.181839400101865,-0.102209776796415,-0.0231963827643856,-4.62397132610336e-08
"AQ_NFE2L2",-0.181695136568391,-0.0239554105450348,0.0229994058756475,-0.00126428802850601,0.00965508443873617,0.162001976985984,0.0235508757706604,-0.0176532097879908,0.0481042103482478,0.194929327788845,0.0948774833813786,-0.0328271290408384,0.128457742563958,0.19002906732198,0.194546521903481,-0.109758071569394,-0.105868237828247,0.0299549627439961,0.0753723182722042,-0.207899144614843,-0.178037891726682,0.00660937958863255,0.196667212488653,0.127326547490184,0.0502612669794029,-0.0186965911265133,0.361982393194626,0.109307400701566,-0.0412195330161036,-0.021354866881053,0.0605853784247882,-0.249149162781693,-0.22260189971926,0.0985879532266775,-0.0170185653462192,0.106896805199328,-0.298048007165777,0.169772105703985,-0.273224907382622,-0.0449773255623813,0.0164865178615939,-0.267412646354802,-0.171904727342667,-0.221380950191112,0.0934039816869393,1.32408348496637e-08
"AQ_NFKB1",-0.178467986108754,-0.0025343220309451,0.0293080123491175,0.0423999861732678,0.111637270051027,-0.0914208572847455,-0.115857357310351,0.131766310600563,-0.122064546134136,0.0176875290497117,0.0372025323082348,-0.0161268637552634,-0.00951881203298055,0.151623158847652,0.0763018013365693,0.323897597659118,0.0634268373462902,-0.0477031477054747,-0.0359291388939595,0.183954915725467,0.241330674367468,-0.107348623271773,0.263447782679545,-0.138416800305601,0.204359262095887,0.0430366199384585,0.0100425989032794,0.317755801967698,0.316233499023907,0.0144945382208483,-0.343487329235075,-0.315563359207245,0.0287694908896644,0.0607767516661321,0.022603367554899,0.0395410898578455,0.181083370691499,-0.0138830591339263,-0.165228463002183,0.0346509172257233,0.0677836767343874,0.11931778833388,0.0786568033318949,-0.0229560950698538,-0.0858276568859355,-6.52182248494799e-09
